ticker,visible_col,signal_col,n_obs,n_paired,ic,pval,accuracy,ls_spread,abs_ic
BWAY,visible_count,leading_corr_ma,12,5,0.9486832980505138,0.013846832988859059,0.6,0.2587181689675025,0.9486832980505138
BSX,visible_count,leading_corr_ma,16,10,-0.9272727272727272,0.00011203450639397587,0.2,-0.10102088891155783,0.9272727272727272
BWAY,visible_count,contemp_corr_ma,12,6,0.9258200997725515,0.008049893100837697,0.5,0.056960027963469585,0.9258200997725515
BWAY,visible_count,leading_corr_historical,12,8,0.8660254037844388,0.005423950341308725,1.0,0.24001246438116725,0.8660254037844388
BWAY,visible_count,filtered_leading_corr,12,8,0.8660254037844388,0.005423950341308725,1.0,0.24001246438116725,0.8660254037844388
IART,visible_count,resid,7,7,0.8571428571428573,0.013697326615325611,0.5714285714285714,0.2741066224915887,0.8571428571428573
ZTS,visible_count,leading_corr_momentum,14,10,0.8424242424242423,0.0022200312259168433,0.9,0.11591881113875671,0.8424242424242423
TDOC,visible_count,leading_corr_momentum,13,7,0.8214285714285715,0.023448808345691494,0.5714285714285714,0.22314401633626604,0.8214285714285715
TDOC,visible_count,contemp_corr_momentum,13,9,-0.8166666666666667,0.0072247852463587885,0.1111111111111111,-0.16836056975547928,0.8166666666666667
IART,visible_count,contemp_confidence,7,7,0.8017837257372733,0.03009924789746251,0.2857142857142857,0.1996799486936477,0.8017837257372733
IART,visible_count,leading_confidence,7,7,0.8017837257372733,0.03009924789746251,0.2857142857142857,0.1996799486936477,0.8017837257372733
TTC,visible_count,contemp_corr_historical,31,8,0.7380952380952381,0.03655276105286082,0.125,-0.025943178792119326,0.7380952380952381
TTC,visible_count,filtered_contemp_corr,31,7,0.7142857142857144,0.07134356146753763,0.14285714285714285,-0.024842212026970116,0.7142857142857144
RXST,visible_count,predicted_surprise_magnitude,8,5,0.7,0.1881204043741873,0.6,0.4003589290637285,0.7
RXST,visible_count,predicted_rev_resid_calibrated,8,5,0.7,0.1881204043741873,0.6,0.4003589290637285,0.7
